-75 0 0.527512
-72.6562 0 0.527512
-70.3125 0 0.527512
-67.9688 0 0.527512
-65.625 0 0.527512
-63.2812 0 0.527512
-60.9375 0 0.527512
-58.5938 0 0.527512
-56.25 0 0.527512
-53.9062 0 0.527512
-51.5625 0 0.527512
-49.2188 0 0.527512
-46.875 0 0.527512
-44.5312 0 0.527512
-42.1875 0 0.527512
-39.8438 0 0.527512
-37.5 0 0.527512
-35.1562 0 0.527512
-32.8125 0 0.527512
-30.4688 0 0.527512
-28.125 0 0.527512
-25.7812 0 0.527512
-23.4375 0 0.527512
-21.0938 0 0.527512
-18.75 0 0.527512
-16.4062 0 0.527512
-14.0625 0 0.527512
-11.7188 0 0.527512
-9.375 0 0.527512
-7.03125 0 0.527512
-4.6875 0 0.527512
-2.34375 0 0.527512
0 0 0.527512
2.34375 0 0.527512
4.6875 0 0.527512
7.03125 0 0.527512
9.375 0 0.527512
11.7188 0 0.527512
14.0625 0 0.527512
16.4062 0 0.527512
18.75 0 0.527512
21.0938 0 0.527512
23.4375 0 0.527512
25.7812 0 0.527512
28.125 0 0.527512
30.4688 0 0.527512
32.8125 0 0.527512
35.1562 0 0.527512
37.5 0 0.527512
39.8438 0 0.527512
42.1875 0 0.527512
44.5312 0 0.527512
46.875 0 0.527512
49.2188 0 0.527512
51.5625 0 0.527512
53.9062 0 0.527512
56.25 0 0.527512
58.5938 0 0.527512
60.9375 0 0.527512
63.2812 0 0.527512
65.625 0 0.527512
67.9688 0 0.527512
70.3125 0 0.527512
72.6562 0 0.527512
75 0 0.527512
-75 0.390625 0.51259
-72.6562 0.390625 0.512591
-70.3125 0.390625 0.512591
-67.9688 0.390625 0.512591
-65.625 0.390625 0.512591
-63.2812 0.390625 0.512591
-60.9375 0.390625 0.512591
-58.5938 0.390625 0.512591
-56.25 0.390625 0.512591
-53.9062 0.390625 0.512591
-51.5625 0.390625 0.512591
-49.2188 0.390625 0.512591
-46.875 0.390625 0.512591
-44.5312 0.390625 0.512591
-42.1875 0.390625 0.512591
-39.8438 0.390625 0.512591
-37.5 0.390625 0.512591
-35.1562 0.390625 0.512591
-32.8125 0.390625 0.512591
-30.4688 0.390625 0.512591
-28.125 0.390625 0.512591
-25.7812 0.390625 0.512591
-23.4375 0.390625 0.512591
-21.0938 0.390625 0.512591
-18.75 0.390625 0.512591
-16.4062 0.390625 0.512591
-14.0625 0.390625 0.512591
-11.7188 0.390625 0.512591
-9.375 0.390625 0.512591
-7.03125 0.390625 0.512591
-4.6875 0.390625 0.512591
-2.34375 0.390625 0.512591
0 0.390625 0.512591
2.34375 0.390625 0.512591
4.6875 0.390625 0.512591
7.03125 0.390625 0.512591
9.375 0.390625 0.512591
11.7188 0.390625 0.512591
14.0625 0.390625 0.512591
16.4062 0.390625 0.512591
18.75 0.390625 0.512591
21.0938 0.390625 0.512591
23.4375 0.390625 0.512591
25.7812 0.390625 0.512591
28.125 0.390625 0.512591
30.4688 0.390625 0.512591
32.8125 0.390625 0.512591
35.1562 0.390625 0.512591
37.5 0.390625 0.512591
39.8438 0.390625 0.512591
42.1875 0.390625 0.512591
44.5312 0.390625 0.512591
46.875 0.390625 0.512591
49.2188 0.390625 0.512591
51.5625 0.390625 0.512591
53.9062 0.390625 0.512591
56.25 0.390625 0.512591
58.5938 0.390625 0.512591
60.9375 0.390625 0.512591
63.2812 0.390625 0.512591
65.625 0.390625 0.512591
67.9688 0.390625 0.512591
70.3125 0.390625 0.512591
72.6562 0.390625 0.512591
75 0.390625 0.51259
-75 0.585938 0.493861
-72.6562 0.585938 0.493865
-70.3125 0.585938 0.493865
-67.9688 0.585938 0.493865
-65.625 0.585938 0.493865
-63.2812 0.585938 0.493865
-60.9375 0.585938 0.493865
-58.5938 0.585938 0.493865
-56.25 0.585938 0.493865
-53.9062 0.585938 0.493865
-51.5625 0.585938 0.493865
-49.2188 0.585938 0.493865
-46.875 0.585938 0.493865
-44.5312 0.585938 0.493865
-42.1875 0.585938 0.493865
-39.8438 0.585938 0.493865
-37.5 0.585938 0.493865
-35.1562 0.585938 0.493865
-32.8125 0.585938 0.493865
-30.4688 0.585938 0.493865
-28.125 0.585938 0.493865
-25.7812 0.585938 0.493865
-23.4375 0.585938 0.493865
