0 0 6954.11
2.625 0 6953.32
5.25 0 6950.91
7.875 0 6946.87
10.5 0 6941.18
13.125 0 6933.81
15.75 0 6924.71
18.375 0 6913.83
21 0 6901.12
24 0 6884.22
27 0 6864.69
30 0 6842.36
33 0 6817.04
35.75 0 6791.08
38.5 0 6762.3
41.25 0 6730.53
44 0 6695.57
46.75 0 6657.25
49.5 0 6615.36
52.25 0 6569.72
55 0 6520.17
57.75 0 6466.62
60.5 0 6409.05
63.25 0 6347.59
66 0 6282.64
68.75 0 6214.92
71.5 0 6145.76
74.25 0 6077.3
77 0 6014.47
80 0 5955.33
83 0 5919.9
86 0 5925.8
89 0 6012.17
92.375 0 6234.09
95.75 0 6687.54
99.125 0 7433.79
102.5 0 8444.96
106 0 9201.88
106.647 0 9584.62
107.294 0 9695.37
108.588 0 9924.15
111 0 10001
113.071 0 9741.07
116 0 9146.8
118.625 0 8314.75
121.25 0 7401.08
123.875 0 6483.15
126.5 0 5618.51
129.125 0 4840.4
131.75 0 4158.94
134.375 0 3567.65
137 0 3055.5
139.625 0 2611.48
142.25 0 2225.75
144.875 0 1889.84
147.5 0 1596.7
150.125 0 1340.74
152.75 0 1117.99
155.375 0 926.548
158 0 767.481
160.625 0 646.588
163.25 0 1061.9
163.578 0 1824.52
163.742 0 3344.29
163.824 0 6660.18
163.865 0 11990.9
163.906 0 11066.5
163.927 0 7927.68
163.947 0 4767.37
163.988 0 1265.09
164.07 0 31.3372
164.234 0 0.00112582
164.562 0 7.12511e-08
165.875 0 7.0289e-08
168.5 0 8.13157e-07
168.828 0 0.0902581
168.992 0 2512.12
169.074 0 7813.35
169.095 0 12581.7
169.115 0 15292.6
169.156 0 6207.21
169.812 0 664.935
171.125 0 171.811
173.75 0 48.9555
176.375 0 15.3993
179 0 8.99488
181.625 0 9.23627
184.25 0 8.70664
186.875 0 6.90183
189.5 0 5.6401
192.125 0 5.10363
194.75 0 4.98333
197.375 0 5.01316
200 0 5.071
200 0 5.05501
205 0 5.09605
0 3.5 8997.01
2.625 3.5 8079.11
5.25 3.5 8078.02
7.875 3.5 8076.17
10.5 3.5 8073.58
13.125 3.5 8070.21
15.75 3.5 8066.07
18.375 3.5 8061.14
21 3.5 8055.43
24 3.5 8047.83
27 3.5 8039.12
30 3.5 8029.25
33 3.5 8018.14
35.75 3.5 8006.91
38.5 3.5 7994.6
41.25 3.5 7981.2
44 3.5 7966.71
46.75 3.5 7951.11
49.5 3.5 7934.45
52.25 3.5 7916.78
55 3.5 7898.21
57.75 3.5 7878.92
60.5 3.5 7859.21
63.25 3.5 7839.5
66 3.5 7820.44
68.75 3.5 7803
71.5 3.5 7788.59
74.25 3.5 7779.29
77 3.5 7779.05
80 3.5 7791.66
83 3.5 7828.53
86 3.5 7901.72
89 3.5 8035.7
92.375 3.5 8273.07
95.75 3.5 8665.58
99.125 3.5 9248.02
102.5 3.5 10012.6
106 3.5 10606.3
106.323 3.5 11219.6
106.647 3.5 11350.5
107.294 3.5 11365.7
108.588 3.5 11108.2
111 3.5 11020.4
113.071 3.5 10585.7
116 3.5 9843.27
118.625 3.5 8830.33
121.25 3.5 7776.84
123.875 3.5 6753.45
126.5 3.5 5810.64
129.125 3.5 4976.19
131.75 3.5 4256.21
134.375 3.5 3638.77
137 3.5 3108.64
